number,latency,packet size,segment size,header size,trans speed
395,0.7417201995849609,4549,4400,149,49.064323744133716
396,0.8072853088378906,4550,4400,150,45.089387359716476
397,0.7634162902832031,4549,4400,149,47.669928534665836
398,0.7727146148681641,4548,4400,148,47.08594777414378
399,0.9033679962158203,4550,4400,150,40.29365679598839
400,0.7462501525878906,4549,4400,149,48.76648919105432
401,0.8246898651123047,4549,4400,149,44.1281038357907
402,0.8921623229980469,4548,4400,148,40.781816337787276
403,0.8013248443603516,4548,4400,148,45.40480712168997
404,0.7941722869873047,4548,4400,148,45.81373663644551
405,0.7483959197998047,4549,4400,149,48.62666810066901
406,0.7107257843017578,4550,4400,150,51.21525179469977
407,0.9741783142089844,4549,4400,149,37.35661066275085
408,0.7066726684570312,4548,4400,148,51.48635517408907
409,0.7650852203369141,4549,4400,149,47.56594302524151
410,0.7641315460205078,4549,4400,149,47.625307696723866
411,0.8273124694824219,4548,4400,148,43.97854660979827
412,0.797271728515625,4549,4400,149,45.64566721531101
413,0.7491111755371094,4550,4400,150,48.59091839592617
414,0.7319450378417969,4550,4400,150,49.73050996742671
415,0.9300708770751953,4548,4400,148,39.11959926582927
416,0.7102489471435547,4549,4400,149,51.238372328969454
417,0.8182525634765625,4550,4400,150,44.48504242424243
418,0.8690357208251953,4550,4400,150,41.885504965706446
419,0.7383823394775391,4549,4400,149,49.2861192018082
420,0.7653236389160156,4549,4400,149,47.55112497445482
421,0.8378028869628906,4549,4400,149,43.437424919749574
422,0.8862018585205078,4548,4400,148,41.056108887812755
423,0.9160041809082031,4548,4400,148,39.72034272149922
424,0.8208751678466797,4549,4400,149,44.33317199186756
425,0.9884834289550781,4548,4400,148,36.80790080463097
426,0.7803440093994141,4549,4400,149,46.63584209227009
427,1.0824203491210938,4548,4400,148,33.613558752422904
428,0.8757114410400391,4549,4400,149,41.55706810999183
429,0.7686614990234375,4550,4400,150,47.35504516129032
430,1.0089874267578125,4548,4400,148,36.059914162570884
431,0.9329319000244141,4550,4400,150,39.016781395348836
432,1.1873245239257812,4550,4400,150,30.65716176706827
433,0.8499622344970703,4548,4400,148,42.80660778008415
434,0.7581710815429688,4549,4400,149,47.99972049308176
435,0.8580684661865234,4549,4400,149,42.4115340839122
436,0.7669925689697266,4549,4400,149,47.44765656450109
437,0.9901523590087891,4550,4400,150,36.76201916686732
438,0.873565673828125,4550,4400,150,41.668303930131
439,1.2521743774414062,4549,4400,149,29.063044776846915
440,0.8831024169921875,4549,4400,149,41.20926327429806
441,0.8809566497802734,4550,4400,150,41.31871870094722
442,0.8547306060791016,4548,4400,148,42.56779825271967
443,0.9768009185791016,4549,4400,149,37.25631222064926
444,0.9257793426513672,4549,4400,149,39.30958309760495
445,0.995635986328125,4549,4400,149,36.551511295019154
446,0.9829998016357422,4550,4400,150,37.029508998302205
447,1.1289119720458984,4549,4400,149,32.2363487155227
448,1.4226436614990234,4549,4400,149,25.580544858052626
449,0.9093284606933594,4549,4400,149,40.02074230938647
450,0.8664131164550781,4549,4400,149,42.0030575586131
451,1.0004043579101562,4550,4400,150,36.385287321258346
452,0.8695125579833984,4549,4400,149,41.853334567589805
453,0.7939338684082031,4549,4400,149,45.83757092132132
454,0.7710456848144531,4548,4400,148,47.18786541001855
455,1.079559326171875,4550,4400,150,33.71746148409894
456,0.9379386901855469,4548,4400,148,38.79144807727504
457,0.7810592651367188,4549,4400,149,46.59313527716728
458,0.7457733154296875,4549,4400,149,48.79766981074169
459,1.0242462158203125,4549,4400,149,35.530519359404096
460,0.8294582366943359,4549,4400,149,43.87442114630641
461,0.8580684661865234,4549,4400,149,42.4115340839122
462,0.965118408203125,4550,4400,150,37.71557944664032
463,0.9872913360595703,4550,4400,150,36.86855001207437
464,0.8344650268554688,4549,4400,149,43.611174619428574
465,0.9679794311523438,4550,4400,150,37.604104827586205
466,0.9796619415283203,4548,4400,148,37.13934211146264
467,0.8807182312011719,4549,4400,149,41.32082056524093
468,0.9124279022216797,4550,4400,150,39.8935629997387
469,0.8962154388427734,4548,4400,148,40.597381414205906
470,0.9772777557373047,4548,4400,148,37.22994797170041
471,1.1699199676513672,4548,4400,148,31.099563223150604
472,0.9188652038574219,4549,4400,149,39.605373940840686
473,1.0142326354980469,4548,4400,148,35.873426595204506
474,0.8835792541503906,4549,4400,149,41.187024060442525
475,1.0008811950683594,4549,4400,149,36.35995978275369
476,0.9083747863769531,4550,4400,150,40.07156577427821
477,0.9262561798095703,4548,4400,148,39.28070958455598
478,0.9758472442626953,4549,4400,149,37.292722005375026
479,1.1076927185058594,4550,4400,150,32.86109892380542
480,1.0483264923095703,4550,4400,150,34.72200718671822
481,0.9708404541015625,4549,4400,149,37.48504694695481
482,1.004934310913086,4550,4400,150,36.221272977461446
483,0.9758472442626953,4548,4400,148,37.28452400097728
484,0.8738040924072266,4549,4400,149,41.64777930914052
485,1.1017322540283203,4548,4400,148,33.02435765764986
486,0.9937286376953125,4549,4400,149,36.62166774664108
487,1.0695457458496094,4550,4400,150,34.03313990191708
488,1.066446304321289,4549,4400,149,34.12454978046054
489,1.0266304016113281,4549,4400,149,35.448005380399444
490,1.0502338409423828,4548,4400,148,34.64371322043133
491,0.8234977722167969,4548,4400,148,44.18226888708743
492,1.0559558868408203,4549,4400,149,34.463560886881915
493,1.0395050048828125,4549,4400,149,35.00897045137614
494,0.8904933929443359,4549,4400,149,40.867231905756356
495,0.8006095886230469,4549,4400,149,45.45536365932102
496,1.470804214477539,4548,4400,148,24.73748690808883
497,1.1296272277832031,4549,4400,149,32.21593735078092
498,0.8740425109863281,4549,4400,149,41.6364187583197
499,1.1663436889648438,4550,4400,150,31.208639738348324
500,0.9777545928955078,4550,4400,150,37.228155474274566
501,0.965118408203125,4548,4400,148,37.699001169960475
502,0.8766651153564453,4550,4400,150,41.52098602121294
503,1.0504722595214844,4549,4400,149,34.64346599364502
504,1.2176036834716797,4548,4400,148,29.881644162130407
505,0.8628368377685547,4550,4400,150,42.18642321083172
506,1.1496543884277344,4548,4400,148,31.647772031522187
507,1.0228157043457031,4549,4400,149,35.5802123934732
508,1.096487045288086,4549,4400,149,33.189630608393124
509,0.8924007415771484,4549,4400,149,40.779885430937746
510,1.2488365173339844,4549,4400,149,29.14072378159603
511,1.2791156768798828,4548,4400,148,28.444651768126747
512,1.0058879852294922,4549,4400,149,36.17897870775066
513,1.0268688201904297,4549,4400,149,35.43977505641978
514,1.1959075927734375,4549,4400,149,30.430444810207337
515,0.9832382202148438,4548,4400,148,37.00425721047527
516,1.4774799346923828,4548,4400,148,24.625715142165564
517,1.0204315185546875,4548,4400,148,35.65550391028037
518,1.2309551239013672,4548,4400,148,29.557535683904707
519,0.9481906890869141,4549,4400,149,38.38046546844355
520,1.211404800415039,4550,4400,150,30.04775941743751
521,1.0838508605957031,4550,4400,150,33.583956357237135
522,0.9636878967285156,4548,4400,148,37.75496208213756
523,0.8716583251953125,4549,4400,149,41.75030392997812
524,1.1589527130126953,4550,4400,150,31.407666241514093
525,2.81524658203125,4548,4400,148,12.92391232520325
526,1.2543201446533203,4549,4400,149,29.013326585820185
527,1.2493133544921875,4550,4400,150,29.13600488549618
528,1.4150142669677734,4550,4400,150,25.724122257792754
529,1.2969970703125,4549,4400,149,28.05866014117647
530,1.2755393981933594,4549,4400,149,28.530674984672896
531,0.9913444519042969,4548,4400,148,36.70167309668109
532,1.41143798828125,4549,4400,149,25.783633643243242
533,1.0056495666503906,4549,4400,149,36.187555990516834
534,1.2102127075195312,4549,4400,149,30.070746881008667
535,1.0678768157958984,4550,4400,150,34.08632855548114
536,8.515357971191406,4548,4400,148,4.272750496584163
537,2.019643783569336,4550,4400,150,18.02298023846063
538,4.304170608520508,4549,4400,149,8.455055180191657
539,0.9722709655761719,4548,4400,148,37.42166668366847
540,1.584768295288086,4550,4400,150,22.968657379268844
541,1.3241767883300781,4549,4400,149,27.482735176089303
542,5.723714828491211,4548,4400,148,6.3567108233431915
543,1.1208057403564453,4549,4400,149,32.46949822761115
544,1.1394023895263672,4548,4400,148,31.932529134965474
545,1.155853271484375,4549,4400,149,31.48496517491749
546,1.0554790496826172,4549,4400,149,34.4791306004066
547,2.922534942626953,4549,4400,149,12.452203554250286
548,1.1467933654785156,4549,4400,149,31.733702945530144
549,0.9837150573730469,4550,4400,150,37.0025849733398
550,1.1005401611328125,4550,4400,150,33.07466759098787
551,0.9660720825195312,4548,4400,148,37.66178596643633
552,0.8502006530761719,4550,4400,150,42.81342277061133
553,1.148223876953125,4549,4400,149,31.694167601328903
554,0.965118408203125,4548,4400,148,37.699001169960475
555,1.058340072631836,4550,4400,150,34.393481775174585
556,0.7970333099365234,4550,4400,150,45.669358540233326
557,0.9667873382568359,4548,4400,148,37.63392274623921
558,0.7748603820800781,4549,4400,149,46.96588035938462
559,1.0805130004882812,4550,4400,150,33.68770203000883
560,0.911712646484375,4549,4400,149,39.916085556485356
561,1.3613700866699219,4549,4400,149,26.731893374430822
562,0.8225440979003906,4549,4400,149,44.243220628405794
563,0.7758140563964844,4548,4400,148,46.89783550583896
564,0.8158683776855469,4549,4400,149,44.60523412273525
565,1.0387897491455078,4549,4400,149,35.03307577874685
566,0.9250640869140625,4549,4400,149,39.33997710515464
567,0.7619857788085938,4548,4400,148,47.74892263329161
568,0.8671283721923828,4549,4400,149,41.96841109925763
569,0.9102821350097656,4550,4400,150,39.98760230487166
570,0.8485317230224609,4548,4400,148,42.87877401966845
571,0.7913112640380859,4549,4400,149,45.9894881494426
572,0.7610321044921875,4548,4400,148,47.808758375939846
573,0.7615089416503906,4548,4400,148,47.77882177082029
574,1.0001659393310547,4548,4400,148,36.37796346507748
575,0.7257461547851562,4550,4400,150,50.15527779237845
576,0.9033679962158203,4549,4400,149,40.28480104724201
577,0.8087158203125,4548,4400,148,44.98984573584906
578,0.972747802734375,4550,4400,150,37.41977098039215
579,0.7786750793457031,4550,4400,150,46.746070300061234
580,0.8921623229980469,4549,4400,149,40.79078331587387
581,0.8752346038818359,4548,4400,148,41.57056843802779
582,0.8878707885742188,4548,4400,148,40.97893575080558
583,1.0733604431152344,4549,4400,149,33.90473371123945
584,0.9639263153076172,4549,4400,149,37.75392311847638
585,0.9255409240722656,4549,4400,149,39.319709213807315
586,1.4739036560058594,4549,4400,149,24.690894721449368
587,0.8504390716552734,4549,4400,149,42.79201322343706
588,0.9222030639648438,4549,4400,149,39.46202460392968
589,0.7970333099365234,4550,4400,150,45.669358540233326
590,1.1968612670898438,4549,4400,149,30.406197443824702
591,0.8358955383300781,4549,4400,149,43.536540549914434
592,0.7691383361816406,4548,4400,148,47.3048842951023
593,0.751495361328125,4548,4400,148,48.415468507614214
594,0.9496212005615234,4548,4400,148,38.314224638714535
595,0.8921623229980469,4549,4400,149,40.79078331587387
596,0.7731914520263672,4548,4400,148,47.05690926179464
597,0.9560585021972656,4549,4400,149,38.06461625137157
598,0.8404254913330078,4550,4400,150,43.31139449645391
599,0.8904933929443359,4549,4400,149,40.867231905756356
600,0.7634162902832031,4548,4400,148,47.65944932417239
601,0.7617473602294922,4549,4400,149,47.77436969264476
602,1.0004043579101562,4549,4400,149,36.37729055481411
603,0.9768009185791016,4549,4400,149,37.25631222064926
604,0.8683204650878906,4549,4400,149,41.91079384074684
605,0.8299350738525391,4549,4400,149,43.849213205400744
606,0.7951259613037109,4550,4400,150,45.778910224887554
607,1.0173320770263672,4550,4400,150,35.77986069838294
608,0.7843971252441406,4549,4400,149,46.394866616413374
609,0.8554458618164062,4550,4400,150,42.550910144927535
610,0.8156299591064453,4548,4400,148,44.60846440689856
611,1.1017322540283203,4550,4400,150,33.03888024237178
612,0.9355545043945312,4549,4400,149,38.89885605708461
613,1.013040542602539,4550,4400,150,35.931434596375624
614,0.9675025939941406,4548,4400,148,37.606100723509115
615,1.04522705078125,4549,4400,149,34.81731550364963
616,0.9958744049072266,4549,4400,149,36.54276063394781
617,1.010894775390625,4550,4400,150,36.0077041509434
618,1.5223026275634766,4550,4400,150,23.911145747846515
619,0.9834766387939453,4549,4400,149,37.00342088921212
620,0.8683204650878906,4549,4400,149,41.91079384074684
621,0.9021759033203125,4550,4400,150,40.34689894291755
622,0.9667873382568359,4550,4400,150,37.650472404438965
623,0.87738037109375,4548,4400,148,41.468901286956516
624,0.9195804595947266,4550,4400,150,39.58326823956443
625,0.7894039154052734,4549,4400,149,46.10060742011477
626,1.6970634460449219,4549,4400,149,21.444101035122223
627,0.9653568267822266,4549,4400,149,37.69797756680662
628,0.8599758148193359,4549,4400,149,42.31746913446077
629,0.9589195251464844,4549,4400,149,37.95104703331676
630,1.0318756103515625,4548,4400,148,35.26006394085027
631,1.0151863098144531,4549,4400,149,35.84760713198685
632,0.8275508880615234,4548,4400,148,43.96587632843561
633,1.071929931640625,4549,4400,149,33.94998024199288
634,0.9310245513916016,4548,4400,148,39.079527973367476
635,0.9901523590087891,4548,4400,148,36.74586003756321
636,0.7550716400146484,4549,4400,149,48.196751237132936
637,1.0025501251220703,4548,4400,148,36.29145225588585
638,0.9012222290039062,4549,4400,149,40.38071724021164
639,0.9315013885498047,4549,4400,149,39.06811138162273
640,1.1107921600341797,4548,4400,148,32.7550025189955
641,1.0099411010742188,4550,4400,150,36.04170576015108
642,0.850677490234375,4548,4400,148,42.770615677130046
643,0.9050369262695312,4548,4400,148,40.201674587987355
644,1.0235309600830078,4548,4400,148,35.547532433263456
645,0.8594989776611328,4549,4400,149,42.340946232454925
646,0.9005069732666016,4549,4400,149,40.41279088377019
647,0.79345703125,4550,4400,150,45.8752
648,0.8215904235839844,4548,4400,148,44.284839447475335
649,1.0631084442138672,4549,4400,149,34.23169122404126
650,0.7994174957275391,4548,4400,148,45.51313949776319
651,0.7588863372802734,4550,4400,150,47.96502218033302
652,0.9067058563232422,4550,4400,150,40.14532358664212
653,0.8280277252197266,4548,4400,148,43.94055765505327
654,1.0364055633544922,4548,4400,148,35.10594817943409
655,0.8103847503662109,4548,4400,148,44.897192331862314
656,0.7653236389160156,4550,4400,150,47.56157806853582
657,0.8060932159423828,4547,4400,147,45.126294677314405
658,0.8778572082519531,4549,4400,149,41.45548918196632
659,1.0232925415039062,4550,4400,150,35.57145051258155
660,0.8971691131591797,4549,4400,149,40.56314407866064
661,0.7522106170654297,4549,4400,149,48.38006693122029
662,0.9267330169677734,4548,4400,148,39.260498259840496
663,1.0192394256591797,4549,4400,149,35.70505524397661
664,0.9362697601318359,4549,4400,149,38.86913958950853
665,0.7672309875488281,4548,4400,148,47.422485001864516
666,0.92315673828125,4548,4400,148,39.4125921322314
667,0.9264945983886719,4550,4400,150,39.28787071538858
668,0.8332729339599609,4548,4400,148,43.66396473133047
669,0.9005069732666016,4548,4400,148,40.40390699920572
670,0.8099079132080078,4550,4400,150,44.94338110097145
671,0.9102821350097656,4550,4400,150,39.98760230487166
672,0.8947849273681641,4549,4400,149,40.67122599733547
673,0.9899139404296875,4550,4400,150,36.7708732177264
674,1.6324520111083984,4549,4400,149,22.292845212209727
675,0.8878707885742188,4550,4400,150,40.996956390977445
676,0.8738040924072266,4549,4400,149,41.64777930914052
677,0.8208751678466797,4549,4400,149,44.33317199186756
678,0.7276535034179688,4548,4400,148,50.001820686762784
679,0.9038448333740234,4550,4400,150,40.2723992614086
680,0.8831024169921875,4549,4400,149,41.20926327429806
681,0.8959770202636719,4549,4400,149,40.61711313677488
682,0.8399486541748047,4548,4400,148,43.316933504399664
683,1.0232925415039062,4549,4400,149,35.56363261136999
684,0.9250640869140625,4549,4400,149,39.33997710515464
685,0.7770061492919922,4550,4400,150,46.846476096962256
686,0.8249282836914062,4549,4400,149,44.115350048554916
687,0.9045600891113281,4549,4400,149,40.23171090353189
688,1.0619163513183594,4549,4400,149,34.27011925639874
689,0.8661746978759766,4549,4400,149,42.014619093861825
690,0.8413791656494141,4549,4400,149,43.25279432360442
691,0.7679462432861328,4549,4400,149,47.388733675256134
692,0.8609294891357422,4548,4400,148,42.26130067460537
693,1.0273456573486328,4548,4400,148,35.415538810860994
694,1.058340072631836,4549,4400,149,34.38592276819104
695,0.7636547088623047,4550,4400,150,47.66552157352482
696,0.9768009185791016,4550,4400,150,37.26450222113742
697,0.7970333099365234,4549,4400,149,45.659321318576126
698,0.7798671722412109,4549,4400,149,46.66435682298991
699,0.8330345153808594,4549,4400,149,43.68606501659989
700,0.9593963623046875,4550,4400,150,37.940523260437374
701,0.8804798126220703,4549,4400,149,41.33200952288112
702,0.7669925689697266,4549,4400,149,47.44765656450109
703,0.9260177612304688,4549,4400,149,39.299462195674565
704,0.8969306945800781,4548,4400,148,40.565007106858054
705,0.9126663208007812,4548,4400,148,39.86561043260188
706,0.89263916015625,4549,4400,149,40.76899336752137
707,0.8509159088134766,4549,4400,149,42.76803338974503
708,0.8087158203125,4549,4400,149,44.999737962264156
709,0.8859634399414062,4550,4400,150,41.08521679224973
710,0.8969306945800781,4548,4400,148,40.565007106858054
711,0.8950233459472656,4548,4400,148,40.65145357911561
712,0.8234977722167969,4549,4400,149,44.19198354603358
713,1.100301742553711,4549,4400,149,33.07456363336945
714,0.87738037109375,4548,4400,148,41.468901286956516
715,0.9503364562988281,4549,4400,149,38.29380611339689
716,0.8471012115478516,4550,4400,150,42.970071939206306
717,1.7778873443603516,4549,4400,149,20.46923845621564
718,1.1200904846191406,4550,4400,150,32.49737454235845
719,0.8251667022705078,4549,4400,149,44.10260363132043
720,0.7941722869873047,4549,4400,149,45.823810017412185
721,0.8976459503173828,4549,4400,149,40.54159659176627
722,0.9934902191162109,4548,4400,148,36.62240382433406
723,0.7688999176025391,4548,4400,148,47.319552476279064
724,0.8859634399414062,4549,4400,149,41.07618707427341
725,0.8413791656494141,4550,4400,150,43.2623025219609
726,0.7781982421875,4550,4400,150,46.774713725490194
727,0.86212158203125,4550,4400,150,42.22142300884956
728,1.1055469512939453,4550,4400,150,32.92487936165624
729,0.7140636444091797,4550,4400,150,50.975848280467446
730,0.8513927459716797,4548,4400,148,42.734684048165775
731,0.8451938629150391,4548,4400,148,43.04811191424542
732,0.8444786071777344,4550,4400,150,43.10351936758893
733,0.77056884765625,4549,4400,149,47.22744776237624
734,1.2671947479248047,4550,4400,150,28.724866528692377
735,0.8487701416015625,4548,4400,148,42.86672942022472
736,0.7808208465576172,4549,4400,149,46.60736218870229
737,0.9181499481201172,4549,4400,149,39.636227257335754
738,0.7545948028564453,4549,4400,149,48.227207320063194
739,0.7908344268798828,4549,4400,149,46.01721771721435
740,0.8375644683837891,4548,4400,148,43.44023818274979
741,0.8683204650878906,4549,4400,149,41.91079384074684
742,0.8549690246582031,4548,4400,148,42.55592770105968
743,0.8387565612792969,4549,4400,149,43.388036147811256
744,0.9224414825439453,4550,4400,150,39.460497699663996
745,0.93841552734375,4549,4400,149,38.78026198373984
746,0.7965564727783203,4550,4400,150,45.69669727626459
747,0.8721351623535156,4548,4400,148,41.718304192454895
748,0.9272098541259766,4550,4400,150,39.25756379532014
749,0.7605552673339844,4548,4400,148,47.83873251912225
750,0.9901523590087891,4550,4400,150,36.76201916686732
751,0.8718967437744141,4550,4400,150,41.74806278370249
752,1.1019706726074219,4549,4400,149,33.02447234270878
753,0.7295608520507812,4548,4400,148,49.87109697254902
754,0.8509159088134766,4549,4400,149,42.76803338974503
755,0.7951259613037109,4549,4400,149,45.768848925937036
756,0.9329319000244141,4549,4400,149,39.00820627855865
757,0.9570121765136719,4548,4400,148,38.01832504633782
758,0.8013248443603516,4549,4400,149,45.414790588515324
759,0.7531642913818359,4549,4400,149,48.318806954099394
760,0.7691383361816406,4549,4400,149,47.31528554494731
761,0.9007453918457031,4550,4400,150,40.41097554261514
762,0.9834766387939453,4550,4400,150,37.011555296969696
763,0.7526874542236328,4549,4400,149,48.34941753816915
764,0.6854534149169922,4550,4400,150,53.10353586086957
765,1.005411148071289,4549,4400,149,36.19613734123784
766,0.8780956268310547,4550,4400,150,41.453343904425736
767,0.9565353393554688,4550,4400,150,38.05400438683948
768,0.7410049438476562,4549,4400,149,49.11168312998713
769,0.9012222290039062,4548,4400,148,40.37184040634921
770,0.8866786956787109,4550,4400,150,41.05207464372143
771,0.8873939514160156,4549,4400,149,41.009970759806556
772,0.8437633514404297,4548,4400,148,43.12109543260808
773,0.8852481842041016,4549,4400,149,41.10937548289793
774,0.8852481842041016,4550,4400,150,41.11841249663345
775,0.827789306640625,4549,4400,149,43.962877640552996
776,0.7717609405517578,4550,4400,150,47.164864257028114
777,0.7405281066894531,4549,4400,149,49.1433068795879
778,0.8947849273681641,4550,4400,150,40.68016669331202
779,0.8115768432617188,4549,4400,149,44.841101988249115
780,0.9996891021728516,4549,4400,149,36.40331771237777
781,0.8540153503417969,4548,4400,148,42.60344967504188
782,0.8757114410400391,4550,4400,150,41.56620353934114
783,0.9984970092773438,4549,4400,149,36.44677917096466
784,0.8170604705810547,4550,4400,150,44.54994619200467
785,0.7956027984619141,4550,4400,150,45.7514730596344
786,0.8127689361572266,4549,4400,149,44.77533328483426
787,0.9126663208007812,4549,4400,149,39.87437595820272
788,1.0089874267578125,4549,4400,149,36.06784290359168
789,0.7879734039306641,4549,4400,149,46.18429989954615
790,0.7419586181640625,1430,1281,149,15.41864966580977
